0, 0, 0
0, -0.00990123, 0.40675
0, -0.0142761, 0.609
0, -0.0189536, 0.81125
0, -0.0208387, 1.014
0, -0.0218525, 1.2165
0, -0.0239994, 1.41925
0, -0.0242267, 1.6225
0, -0.0234024, 1.8255
0, -0.024473, 2.02725
0, -0.0250868, 2.23791
0, -0.027034, 2.43991
0, -0.0282898, 2.64241
0, -0.0310507, 2.84491
0, -0.0327598, 3.04816
0, -0.0334492, 3.25091
0, -0.0336437, 3.45391
0, -0.0305911, 3.65666
0, -0.0305476, 3.85916
0, -0.0279636, 4.06166
0, -0.0265444, 4.26466
0, -0.0231904, 4.46766
0, -0.0214885, 4.67041
0, -0.0209875, 4.87291
0, -0.0214813, 5.07516
0, -0.0234846, 5.27766
0, -0.0262562, 5.48016
0, -0.0274728, 5.68291
0, -0.0298239, 5.88716
0, -0.0296436, 6.09041
0, -0.0279599, 6.29391
0, -0.0297044, 6.49716
0, -0.0317738, 6.70016
0, -0.033496, 6.90291
0, -0.0328431, 7.10591
0, -0.0343633, 7.30891
0, -0.0320258, 7.51191
0, -0.0346982, 7.71466
0, -0.0373188, 7.91816
0, -0.0387378, 8.12141
0, -0.0449388, 8.32466
0, -0.0401061, 8.52766
0, -0.0370197, 8.73116
0, -0.0354153, 8.93366
0, -0.0353772, 9.13616
0, -0.0322613, 9.33916
0, -0.0331848, 9.54291
0, -0.0337428, 9.74616
0, -0.0357264, 9.94916
0, -0.0343714, 10.1522
0, -0.0299045, 10.3552
0, -0.0318609, 10.5577
0, -0.0288573, 10.7602
0, -0.0272478, 10.9634
0, -0.0237014, 11.1669
0, -0.0216578, 11.3699
0, -0.0218705, 11.5724
0, -0.0246142, 11.7749
0, -0.0272407, 11.9774
0, -0.028477, 12.1799
0, -0.0293333, 12.3827
0, -0.0339314, 12.5849
0, -0.0385548, 12.7869
0, -0.0460379, 12.9899
0, -0.0465547, 13.1927
0, -0.0484335, 13.3959
0, -0.0509565, 13.5994
0, -0.0525649, 13.8022
0, -0.0507372, 14.0052
0, -0.0540251, 14.2067
0, -0.0596684, 14.4084
0, -0.0609724, 14.6102
0, -0.0606841, 15.0114
0, -0.0562224, 15.2203
0, -0.0531749, 15.4205
0, -0.0541823, 15.6208
0, -0.0592211, 15.8225
0, -0.0591198, 16.0255
0, -0.0564782, 16.228
0, -0.0537843, 16.4308
0, -0.0536465, 16.8368
0, -0.0566574, 17.0395
0, -0.0603567, 17.2425
0, -0.0631564, 17.4448
0, -0.0649733, 17.6473
0, -0.0606573, 17.8498
0, -0.058589, 18.052
0, -0.0545723, 18.2543
0, -0.057802, 18.4565
0, -0.0582557, 18.6593
0, -0.0542812, 18.8618
0, -0.0571733, 19.065
0, -0.0566963, 19.2678
0, -0.0567773, 19.4703
0, -0.0549603, 19.6728
0, -0.0553856, 19.8755
0, -0.0549148, 20.078
0, -0.0457987, 20.4828
0, -0.0446758, 20.685
0, -0.0427547, 20.888
0, -0.0396602, 21.0905
0, -0.0423611, 21.2933
0, -0.0448082, 21.4963
0, -0.0468121, 21.6998
0, -0.0513295, 21.9028
0, -0.0564369, 22.106
0, -0.0581101, 22.3093
0, -0.0536472, 22.5123
0, -0.0465048, 22.7148
0, -0.0423386, 22.9173
0, -0.0390757, 23.12
0, -0.0492849, 23.3225
0, -0.0511397, 23.5253
0, -0.0533465, 23.7283
0, -0.0533273, 23.9315
0, -0.058737, 24.1348
0, -0.0594249, 24.338
0, -0.0686898, 24.5408
0, -0.0707797, 24.7443
0, -0.0726754, 24.947
0, -0.0747493, 25.1495
0, -0.0782999, 25.353
0, -0.0792863, 25.556
0, -0.0777684, 25.7588
0, -0.0732767, 25.9608
0, -0.0694974, 26.1635
0, -0.0652785, 26.366
0, -0.0627404, 26.5685
0, -0.0622128, 26.7713
0, -0.0635957, 26.9738
