0, 0, 0
-0.00369358, -0.00774809, 0.40675
-0.00957108, -0.0108729, 0.609
-0.00907135, -0.0137394, 0.81125
-0.0138187, -0.0181259, 1.014
-0.0211163, -0.0239997, 1.2165
-0.0319901, -0.0292236, 1.41925
-0.0375347, -0.035215, 1.6225
-0.0440798, -0.0417931, 1.8255
-0.0452232, -0.0455619, 2.02725
-0.050251, -0.0473607, 2.23791
-0.0469484, -0.0481543, 2.43991
-0.0449524, -0.0467316, 2.64241
-0.0485134, -0.0469935, 2.84491
-0.0466566, -0.0460488, 3.04816
-0.049098, -0.0457524, 3.25091
-0.0479813, -0.0446552, 3.45391
-0.0442381, -0.0424966, 3.65666
-0.0421696, -0.0397715, 3.85916
-0.0412073, -0.0371929, 4.06166
-0.0314741, -0.0345496, 4.26466
-0.0280676, -0.0283938, 4.46766
-0.0251026, -0.0249484, 4.67041
-0.0224161, -0.0220047, 4.87291
-0.0288601, -0.0219705, 5.07516
-0.0310926, -0.0274646, 5.27766
-0.0401201, -0.0367324, 5.48016
-0.0517044, -0.0506921, 5.68291
-0.0736361, -0.0680196, 5.88716
-0.0939426, -0.0911543, 6.09041
-0.120891, -0.114061, 6.29391
-0.147973, -0.141455, 6.49716
-0.174786, -0.168707, 6.70016
-0.204898, -0.207208, 6.90291
-0.246873, -0.240064, 7.10591
-0.274302, -0.270728, 7.30891
-0.310249, -0.305503, 7.51191
-0.335321, -0.331432, 7.71466
-0.365085, -0.357808, 7.91816
-0.392237, -0.377427, 8.12141
-0.411964, -0.40777, 8.32466
-0.430189, -0.4202, 8.52766
-0.439827, -0.43221, 8.73116
-0.446887, -0.441353, 8.93366
-0.456565, -0.449487, 9.13616
-0.461208, -0.45836, 9.33916
-0.476616, -0.471958, 9.54291
-0.493453, -0.485891, 9.74616
-0.52336, -0.504633, 9.94916
-0.54986, -0.528837, 10.1522
-0.576373, -0.562375, 10.3552
-0.606688, -0.588564, 10.5577
-0.643257, -0.618981, 10.7602
-0.67948, -0.647419, 10.9634
-0.709694, -0.675628, 11.1669
-0.742075, -0.708277, 11.3699
-0.776012, -0.736008, 11.5724
-0.801943, -0.762281, 11.7749
-0.822103, -0.789678, 11.9774
-0.845275, -0.812024, 12.1799
-0.863521, -0.827693, 12.3827
-0.873101, -0.839793, 12.5849
-0.881803, -0.850391, 12.7869
-0.894644, -0.857551, 12.9899
-0.901035, -0.865055, 13.1927
-0.912608, -0.872931, 13.3959
-0.928261, -0.884883, 13.5994
-0.940844, -0.902973, 13.8022
-0.959079, -0.919846, 14.0052
-0.978468, -0.935725, 14.2067
-0.998847, -0.951944, 14.4084
-1.01178, -0.967962, 14.6102
-1.02904, -0.999576, 15.0114
-1.0376, -1.0119, 15.2203
-1.04581, -1.0185, 15.4205
-1.05341, -1.02336, 15.6208
-1.0657, -1.03345, 15.8225
-1.0892, -1.05337, 16.0255
-1.11729, -1.0819, 16.228
-1.14627, -1.11307, 16.4308
-1.22931, -1.18647, 16.8368
-1.2817, -1.227, 17.0395
-1.33958, -1.27693, 17.2425
-1.39944, -1.33026, 17.4448
-1.45769, -1.39466, 17.6473
-1.52964, -1.46897, 17.8498
-1.59043, -1.51502, 18.052
-1.64519, -1.5739, 18.2543
-1.70691, -1.62216, 18.4565
-1.75783, -1.67002, 18.6593
-1.81616, -1.72043, 18.8618
-1.86675, -1.7743, 19.065
-1.91914, -1.81628, 19.2678
-1.97365, -1.85488, 19.4703
-2.01498, -1.90561, 19.6728
-2.06821, -1.95007, 19.8755
-2.11952, -1.99882, 20.078
-2.23138, -2.09943, 20.4828
-2.2881, -2.1606, 20.685
-2.35998, -2.20918, 20.888
-2.41144, -2.25976, 21.0905
-2.47825, -2.31732, 21.2933
-2.53421, -2.37534, 21.4963
-2.58684, -2.43608, 21.6998
-2.65989, -2.49532, 21.9028
-2.71747, -2.54871, 22.106
-2.77134, -2.59676, 22.3093
-2.83074, -2.65431, 22.5123
-2.88338, -2.71026, 22.7148
-2.94748, -2.7669, 22.9173
-3.01511, -2.83413, 23.12
-3.08354, -2.88754, 23.3225
-3.14894, -2.94503, 23.5253
-3.22416, -2.9998, 23.7283
-3.27315, -3.05551, 23.9315
-3.34422, -3.11942, 24.1348
-3.39132, -3.16596, 24.338
-3.45905, -3.23118, 24.5408
-3.52186, -3.28096, 24.7443
-3.58236, -3.35164, 24.947
-3.65542, -3.41059, 25.1495
-3.74539, -3.4681, 25.353
-3.79167, -3.52957, 25.556
-3.86818, -3.59883, 25.7588
-3.92285, -3.66039, 25.9608
-3.99174, -3.72396, 26.1635
-4.05836, -3.7809, 26.366
-4.13701, -3.84446, 26.5685
-4.22016, -3.91044, 26.7713
-4.29082, -3.96775, 26.9738
-4.33453, -4.02299, 27.1765
-4.41262, -4.08561, 27.3798
-4.46251, -4.13506, 27.5825
-4.5232, -4.17983, 27.7855
-4.55364, -4.21723, 27.9883
-4.58309, -4.25268, 28.1915
-4.6195, -4.2819, 28.3945
-4.65711, -4.3105, 28.5968
-4.71495, -4.33897, 28.7993
-4.74569, -4.38577, 29.002
-4.82385, -4.42964, 29.2045
-4.89093, -4.47506, 29.407
-4.91138, -4.53103, 29.61
-4.99477, -4.58626, 29.813
